Domain,Have IP,Have @,URL Length,URL Depth,Redirection,https Domain,TinyURL,Prefix/Suffix,Have client,Have admin,Have login,Have server,.php,.html,.info,.txt,.js,.exe,Num of periods,Is encoded,Num of encoded char,Num of parameters,Num of digits,Num of spec char,iFrame,Mouse Over,Right Click,Web Forwards,Number of page tokens,number of sentences,number of html tags,number of whitespace,url Is Live,HTML Length,Num Objects,Num Embeds,Num Images,Num Links,Num Titles,Num Script,Special Characters,Script To Special Chars Ratio,Script To body Ratio,Body To Special Char Ratio,Label
otomoto.pl,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,39,22,1,0,0,0,11082,5217,1839,0,1,232828,0,0,60,127,42,164775,60851,2.7078437494864507,0.7077112718401567,0.261356022471524,0
sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,13,0,0,0,1,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
graphicriver.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,4,1,0,0,1,7125,1555,1067,0,0,37214,0,0,5,328,4,29043,10840,2.679243542435424,0.7804320954479497,0.2912882248616112,0
telegraf.com.ua,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,7,9,1,0,0,1,5270,1669,806,0,1,60414,0,0,28,161,1,19024,15696,1.2120285423037718,0.3148938987651868,0.259807329426954,0
ap.org,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,13,1,0,0,0,2216,279,478,0,1,7522,0,0,2,122,11,2522,1693,1.4896633195510929,0.3352831693698484,0.2250731188513693,0
myspace.com,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,8,1,0,0,1,6467,891,988,0,1,43528,0,0,6,46,22,37399,14359,2.6045685632704227,0.8591940819702261,0.3298796177173314,0
atwiki.jp,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,0,24,28,1,0,0,1,953,120,160,0,1,8921,0,0,2,30,0,469,1353,0.3466371027346637,0.0525725815491536,0.1516646115906288,0
torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,27,1,1,0,0,1,423,75,39,0,1,6950,0,0,0,1,1,6875,1063,6.467544684854186,0.9892086330935252,0.1529496402877697,0
depositphotos.com,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,12,9,27,1,0,0,1,19812,6410,3751,0,1,799502,0,0,131,239,5,791810,2077,381.2277323062109,0.9903790109343066,0.0025978671723147,0
correios.com.br,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
mediaset.it,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,9,1,0,0,1,27173,3084,8739,0,1,932313,0,0,406,352,545,881367,38225,23.05734466971877,0.9453552615913324,0.0410001791243927,0
twitter.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,83,1,107,90,1,0,0,1,804,949,123,0,1,89752,0,0,1,6,1,85769,22861,3.7517606403919337,0.955622158837686,0.2547129868972279,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,13,12,1,0,0,1,32,8,8,0,0,228,0,0,0,0,1,0,45,0.0,0.0,0.1973684210526315,0
metro.co.uk,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,12,1,0,0,1,9134,4340,693,0,1,145856,0,0,20,147,17,24418,30400,0.8032236842105264,0.1674116937253181,0.208424747696358,0
getpocket.com,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,1,0,0,1,326,57,78,0,0,807,0,0,0,19,2,447,221,2.02262443438914,0.5539033457249071,0.2738537794299876,0
wikimapia.org,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,39,35,1,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,1,0,0,1,1761,1693,174,0,0,32596,0,0,4,36,1,15924,8304,1.917630057803468,0.4885261995336851,0.2547551846852374,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,6,0,13,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
hubpages.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,1,9019,3352,1329,0,1,201955,0,0,20,139,24,185430,54813,3.3829565978873624,0.91817484092991,0.2714119482062835,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,11,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
web.tv,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,6494,1490,352,0,0,58369,0,0,2,17,4,46189,17866,2.5853016903615806,0.7913275882745978,0.30608713529442,0
askubuntu.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,8,1,0,0,1,10125,6247,922,0,1,119918,0,0,8,180,17,110978,39691,2.796049482250384,0.925449056855518,0.3309845060791541,0
olx.in,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,7,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,1,0,0,1,7543,1204,767,0,1,38257,0,0,42,183,11,21145,10167,2.079767876463067,0.5527093081004784,0.2657552866142144,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,11,1,0,0,1,10391,2858,1113,0,1,38877,0,0,50,194,55,16453,10665,1.542709798406001,0.4232065231370733,0.2743267227409522,0
emgn.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
patch.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,1,4951,931,785,0,1,86973,0,0,31,146,29,77599,23676,3.277538435546545,0.8922194244190725,0.2722224138525749,0
udn.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,0,37,29,1,0,0,1,108,41,9,0,1,1050,0,0,0,0,0,1050,372,2.8225806451612905,1.0,0.3542857142857142,0
buzzfil.net,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,7,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
olx.co.id,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,2,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,1,0,0,1,5604,4202,345,0,1,127527,0,0,6,28,2,34871,32283,1.0801660316575288,0.2734401342460812,0.253146392528641,0
searchengineland.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,8,1,0,0,1,9,1,8,0,0,33,0,0,0,0,1,0,4,0.0,0.0,0.1212121212121212,0
tunein.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,3,1,0,0,0,21253,8509,1561,0,1,282080,0,0,77,207,1,271567,64762,4.193307803959112,0.9627304310833806,0.2295873511060692,0
olx.ua,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,1,19,20,1,0,0,1,14353,1183,2704,0,1,33714,0,0,45,274,54,24414,8304,2.940028901734104,0.7241502046627514,0.2463071720946787,0
evernote.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,8,1,0,0,1,1674,166,422,0,0,5990,0,0,7,111,25,2973,1376,2.160610465116279,0.4963272120200334,0.2297161936560935,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,1,0,0,0,5612,2536,478,0,1,109255,0,0,14,39,8,79299,26963,2.941030300782554,0.7258157521394902,0.2467896206123289,0
plarium.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,1,5426,5142,500,0,0,272460,0,0,9,141,2,2029,79588,0.0254937930341257,0.0074469646920648,0.2921089334214196,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,12,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
fishki.net,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,7,7,1,0,0,1,33987,29379,3353,0,1,103062,0,0,172,703,1,86321,30788,2.8037222294400417,0.8375637965496497,0.2987328016145621,0
jezebel.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,10,1,0,0,1,4622,3856,328,0,0,95656,0,0,11,40,1,15089,22639,0.6665047042713901,0.1577423266705695,0.2366709877059463,0
superuser.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,1,0,0,1,9679,6171,867,0,1,117828,0,0,10,155,17,110543,39187,2.8209099956618267,0.9381725905557252,0.3325779950436229,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,11,1,0,0,1,11897,2852,1079,0,1,40028,0,0,42,198,55,16580,10859,1.526844092457869,0.4142100529629259,0.2712851004296992,0
torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,33,1,1,0,0,1,417,75,39,0,1,6908,0,0,0,1,1,6833,1047,6.526265520534862,0.9891430225825132,0.1515634047481181,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,9,10,1,0,0,1,4132,664,509,0,0,31825,0,0,12,91,25,27953,7140,3.914985994397759,0.8783346425765908,0.2243519245875883,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,13,15,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
slashdot.org,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,6,1,0,0,1,5536,1237,554,0,1,37624,0,0,4,106,6,30154,11949,2.5235584567746256,0.801456517116734,0.3175898362747182,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,8,1,0,0,1,6776,4243,384,0,1,134236,0,0,5,19,2,37936,33615,1.1285438048490255,0.2826067522870168,0.2504171757203731,0
perezhilton.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,15,1,0,0,1,3082,768,509,0,0,14232,0,0,8,89,8,9217,3515,2.622190611664296,0.6476250702641934,0.2469786396852164,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,15,1,0,0,1,7446,1532,897,0,1,32528,0,0,34,239,49,21459,9774,2.1955187231430324,0.6597085587801279,0.3004795868175111,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,14,1,0,0,1,8408,1617,931,0,1,36666,0,0,35,249,49,21467,10808,1.9862139156180607,0.58547428135057,0.2947689957999236,0
codecanyon.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,1,0,0,1,2208,685,36,0,1,27101,0,0,0,2,0,27032,8742,3.092198581560284,0.9974539684882476,0.3225711228367957,0
deadspin.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,12,1,0,0,1,4612,4097,322,0,0,95172,0,0,11,39,1,15243,22491,0.6777377617713752,0.1601626528810995,0.2363195057369814,0
jezebel.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,1,0,0,1,4622,3856,328,0,0,95656,0,0,11,40,1,15089,22639,0.6665047042713901,0.1577423266705695,0.2366709877059463,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,28,12,1,0,0,1,1150,289,179,0,0,4619,0,0,3,21,4,4351,1454,2.9924346629986247,0.9419787832864256,0.3147867503788699,0
putlocker.is,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,10,1,0,0,1,27,13,12,0,1,777,0,0,0,0,0,778,10,77.8,1.0012870012870012,0.0128700128700128,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,1,0,0,0,6654,1451,1057,0,0,33236,0,0,5,332,4,27836,9799,2.8406980304112666,0.8375255746780599,0.294830906246239,0
jalopnik.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,12,1,0,0,1,4638,3914,328,0,0,95548,0,0,11,40,1,15414,22620,0.6814323607427055,0.1613220580231925,0.2367396491815632,0
mylust.com,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,1,0,0,1,4954,583,812,0,1,14388,0,0,68,152,3,7912,3575,2.213146853146853,0.5499026966916876,0.2484709480122324,0
getpocket.com,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,6,1,0,0,1,736,147,144,0,1,3977,0,0,0,24,5,3045,982,3.10081466395112,0.7656525018858436,0.2469197887855167,0
twitter.com,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,5,20,1,0,0,1,804,949,123,0,1,89556,0,0,1,6,1,85573,22816,3.7505697755960727,0.9555250346152128,0.2547679664120774,0
fanpage.gr,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,64,0,23,71,1,0,0,1,5107,865,768,0,1,27667,0,0,6,138,1,21289,7750,2.746967741935484,0.7694726569559402,0.2801171070228069,0
seasonvar.ru,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,10,1,0,0,1,1958,272,292,0,1,8130,0,0,17,35,3,1412,1698,0.8315665488810365,0.1736777367773677,0.2088560885608856,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,10,1,0,0,1,11230,3004,1290,0,1,41358,0,0,59,226,55,16862,11349,1.4857696713366817,0.4077083031094347,0.2744088205425794,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,1,0,0,1,3833,10053,758,0,0,43854,0,0,11,192,20,13491,9818,1.3741087797922185,0.3076344233137228,0.2238792356455511,0
steamcommunity.com,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,26,2,1,0,0,1,5267,857,759,0,1,18339,0,0,42,189,2,11902,5088,2.339229559748428,0.6489994001853973,0.2774415180762309,0
buzzfil.net,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,7,14,1,0,0,1,572,52,74,0,0,1860,0,0,0,2,9,958,389,2.462724935732648,0.5150537634408602,0.2091397849462365,0
searchengineland.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,1,0,0,1,9,1,8,0,0,33,0,0,0,0,1,0,4,0.0,0.0,0.1212121212121212,0
plarium.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,15,1,1,0,0,1,32,14,8,0,0,202,0,0,0,0,1,0,40,0.0,0.0,0.198019801980198,0
atwiki.jp,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43,0,48,43,1,0,0,1,1140,122,160,0,1,16533,0,0,2,30,0,469,2253,0.2081668885929871,0.0283675074094235,0.1362729087279985,0
allegro.pl,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,31,6,1,0,0,1,15,8,8,0,0,352,0,0,0,0,0,213,81,2.6296296296296298,0.6051136363636364,0.2301136363636363,0
syosetu.com,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,6,14,14,0,0,0,1,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62,0,73,67,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,9,0,0,0,1,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,13,1,0,0,1,102,20,23,0,0,275,0,0,3,1,2,0,51,0.0,0.0,0.1854545454545454,0
torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,26,1,1,0,0,1,423,75,39,0,1,6950,0,0,0,1,1,6875,1062,6.4736346516007535,0.9892086330935252,0.1528057553956834,0
askubuntu.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,13,1,0,0,1,3176,1603,336,0,0,6165,0,0,3,71,5,3916,1314,2.980213089802131,0.635198702351987,0.2131386861313868,0
nymag.com,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,11,1,0,0,0,44933,38118,3902,0,1,1409877,0,0,320,130,16,841293,302740,2.7789291140912997,0.5967137558808322,0.2147279514454097,0
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,10,1,0,0,1,9,1,8,0,0,37,0,0,0,0,1,0,4,0.0,0.0,0.1081081081081081,0
codecanyon.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,9,1,0,0,0,7028,1433,1183,0,0,34788,0,0,5,394,4,28649,10131,2.8278550982134045,0.8235311026790847,0.2912211107278372,0
getpocket.com,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,6,1,0,0,1,736,147,144,0,1,3977,0,0,0,24,5,3045,985,3.0913705583756346,0.7656525018858436,0.2476741262257983,0
io9.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,12,1,0,0,0,8101,5851,553,0,1,152216,0,0,11,81,1,32600,37220,0.8758731864588931,0.2141693383087191,0.2445209439217953,0
superuser.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,1,0,0,1,11156,6298,1061,0,1,121969,0,0,12,184,18,110549,40023,2.76213677135647,0.9063696513048396,0.3281407570776181,0
qz.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,17,1,0,0,1,7620,4046,847,0,1,76312,0,0,2,122,1,37233,18199,2.045881641848453,0.4879049166579306,0.2384814970122654,0
kienthuc.net.vn,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,44,8,1,0,0,1,3588,536,652,0,0,14179,0,0,23,221,14,8666,4131,2.0977971435487777,0.6111855561040976,0.2913463572889484,0
steamcommunity.com,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,5,2,1,0,0,1,22626,3391,5412,0,1,44154,0,0,526,73,1042,2656,9783,0.2714913625677195,0.0601531005118449,0.2215654300856094,0
indianexpress.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10,1,0,0,1,6020,1178,1160,0,1,34925,0,0,65,354,7,22450,9108,2.4648660518225736,0.642806012884753,0.2607874015748031,0
seesaawiki.jp,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,20,26,1,0,0,1,2662,729,993,0,1,7396,0,0,53,284,33,4199,1883,2.229952203929899,0.5677393185505679,0.2545970795024337,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,102,0,119,110,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
cookpad.com,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,1,17,8,1,0,0,1,182,32,56,0,1,305,0,0,1,7,2,2,35,0.0571428571428571,0.0065573770491803,0.1147540983606557,0
syosetu.com,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,6,14,14,0,0,0,1,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,11,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
web.de,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,7,1,0,0,1,6781,4768,1108,0,0,136779,0,0,0,202,1,6953,29109,0.2388608334192174,0.050833826830142,0.2128177571118373,0
depositphotos.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,22,0,27,23,1,0,0,1,20344,6454,3771,0,1,786821,0,0,131,241,5,778288,2291,339.71540811872546,0.9891550937252565,0.002911716896219,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
olx.ro,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,0,0,0,2196,318,200,0,0,19012,0,0,8,30,0,17554,4912,3.573697068403909,0.9233115926783084,0.258363139070061,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,9,3,17,1,0,0,1,59,11,5,0,0,1279,0,0,0,0,0,1279,144,8.881944444444445,1.0,0.1125879593432369,0
torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,32,1,1,0,0,1,417,75,39,0,1,6908,0,0,0,1,1,6833,1047,6.526265520534862,0.9891430225825132,0.1515634047481181,0
udn.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,0,56,44,1,0,0,1,108,41,9,0,1,1050,0,0,0,0,0,1050,372,2.8225806451612905,1.0,0.3542857142857142,0
medium.com,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,9,1,0,0,1,683,115,69,0,0,5191,0,0,0,1,5,3502,1209,2.896608767576509,0.6746291658639954,0.2329031015218647,0
torrentdn.com,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,12,4,15,22,1,0,0,1,2970,493,525,0,1,10671,0,0,17,66,12,5162,2411,2.1410203235172127,0.4837409802267828,0.2259394620935245,0
ap.org,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10,1,0,0,1,1552,205,401,0,0,4226,0,0,1,105,9,2522,1059,2.3814919735599624,0.5967818267865594,0.2505915759583531,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,9,4,17,1,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0
khabaronline.ir,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,20,0,26,22,1,0,0,1,3968,654,715,0,1,16897,0,0,32,161,38,12735,4225,3.0142011834319526,0.753684085932414,0.2500443865774989,0
udn.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,0,48,41,1,0,0,1,108,41,9,0,1,1050,0,0,0,0,0,1050,372,2.8225806451612905,1.0,0.3542857142857142,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8,16,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
noticias.uol.com.br,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,11,6,1,0,0,1,17535,18299,3515,0,1,324682,0,0,433,507,19,67849,73666,0.9210354844840224,0.2089706235639795,0.2268866152111912,0
lastpass.com,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,10,1,6,0,0,27,0,0,0,0,1,0,5,0.0,0.0,0.1851851851851851,0
web.de,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,1,0,0,1,6781,4768,1108,0,0,136779,0,0,0,202,1,6953,29109,0.2388608334192174,0.050833826830142,0.2128177571118373,0
ap.org,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10,1,0,0,0,2085,258,454,0,1,6744,0,0,2,114,10,2522,1532,1.6462140992167102,0.3739620403321471,0.227164887307236,0
olx.ua,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,1,18,18,1,0,0,1,11748,1290,1900,0,1,36534,0,0,44,297,55,24401,8704,2.803423713235294,0.6678983960146713,0.2382438276673783,0
udn.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54,0,60,56,1,0,0,1,108,41,9,0,1,1050,0,0,0,0,0,1050,372,2.8225806451612905,1.0,0.3542857142857142,0
correios.com.br,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
