,Domain,Have IP,Have @,URL Length,URL Depth,Redirection,https Domain,TinyURL,Prefix/Suffix,Have client,Have admin,Have login,Have server,.php,.html,.info,.txt,.js,.exe,Num of periods,Is encoded,Num of encoded char,Num of parameters,Num of digits,Num of spec char,iFrame,Mouse Over,Right Click,Web Forwards,Number of page tokens,number of sentences,number of html tags,number of whitespace,url Is Live,HTML Length,Num Objects,Num Embeds,Num Images,Num Links,Num Titles,Num Script,Special Characters,Script To Special Chars Ratio,Script To body Ratio,Body To Special Char Ratio,Label
3326,thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,11,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
3327,olx.ua,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,18,21,1,0,0,1,2907,942,485,0,1,0,0,0,40,40,0,0,0,0.0,0.0,0.0,0
3328,skyrock.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,3,11,1,0,0,1,458,223,210,0,0,2232,0,0,0,56,7,1373,513,2.676413255360624,0.6151433691756273,0.2298387096774193,0
3330,ap.org,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,1,0,0,0,2119,279,464,0,1,6849,0,0,2,120,11,2522,1564,1.6125319693094629,0.3682289385311724,0.2283545043071981,0
3331,twitter.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,77,1,99,84,1,0,0,1,804,949,123,0,1,89553,0,0,1,6,1,85570,22816,3.750438288920056,0.9555235447165366,0.2547765010664076,0
3332,indianexpress.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,1,9656,1534,1199,0,1,54962,0,0,70,345,7,32992,13307,2.4792966108063426,0.6002692769549871,0.2421127324333175,0
3333,mylust.com,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,8,1,0,0,1,4614,563,768,0,1,14254,0,0,59,148,3,7909,3505,2.256490727532097,0.5548617931808615,0.2458958888732987,0
3334,qz.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,15,1,0,0,1,6059,3862,774,0,1,54491,0,0,1,122,1,21415,13142,1.6295084462030132,0.3930006790112129,0.2411774421464095,0
3335,myspace.com,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,10,1,0,0,1,6082,900,885,0,1,45609,0,0,2,36,19,40163,14674,2.737017854709009,0.8805937424631104,0.3217347453353504,0
3336,allrecipes.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,7,1,0,0,0,64692,23865,6643,0,1,133682,0,0,323,529,79,76280,35427,2.1531600191944,0.5706078604449365,0.2650095001570892,0
3337,qz.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10,1,0,0,1,6809,3972,865,0,1,67487,0,0,1,145,2,32700,15855,2.0624408703878903,0.4845377628283965,0.2349341354631262,0
3338,kenh14.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,16,1,0,0,1,11447,2929,1184,0,1,42584,0,0,47,204,55,16908,11708,1.4441407584557568,0.3970505354123614,0.274938944204396,0
3339,babal.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,25,19,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
3341,icicibank.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,17,1,0,0,1,5677,1163,1638,0,1,15898,0,0,157,315,34,7082,3484,2.0327210103329505,0.4454648383444458,0.2191470625235878,0
3342,kickass.to,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,14,16,1,0,0,1,25,2,6,0,0,74,0,0,1,0,0,0,12,0.0,0.0,0.1621621621621621,0
3343,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,29,1,1,0,0,1,417,75,39,0,1,6901,0,0,0,1,1,6826,1047,6.519579751671443,0.9891320098536444,0.1517171424431241,0
3345,olx.ro,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,1,0,0,0,2196,318,200,0,0,19012,0,0,8,30,0,17554,4910,3.575152749490835,0.9233115926783084,0.2582579423521986,0
3346,quizlet.com,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,9,1,22,11,1,0,0,1,683,115,69,0,0,5242,0,0,0,1,5,3551,1218,2.9154351395730704,0.6774132010682945,0.2323540633346051,0
3347,plarium.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,1,5650,5125,494,0,0,273790,0,0,9,138,2,2032,79627,0.0255189822547628,0.0074217465941049,0.2908323897877936,0
3348,censor.net.ua,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,7,1,0,0,1,342,124,42,0,0,4888,0,0,1,1,2,2943,1068,2.75561797752809,0.6020867430441899,0.218494271685761,0
3349,distractify.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,1761,1693,174,0,0,32581,0,0,4,36,1,15924,8304,1.917630057803468,0.4887511126116448,0.2548724716859519,0
3350,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,33,1,1,0,0,1,423,75,39,0,1,6943,0,0,0,1,1,6868,1062,6.467043314500942,0.9891977531326516,0.1529598156416534,0
3351,sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,10,19,1,0,0,1,16959,18476,2927,0,1,43171,0,0,46,408,28,21630,10951,1.9751620856542784,0.5010307845544463,0.2536656551851937,0
3352,indianexpress.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,1,5798,1217,1120,0,1,33180,0,0,68,344,8,22042,9005,2.447751249305941,0.6643158529234479,0.2713984327908378,0
3353,medium.com,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,17,1,0,0,1,1766,1141,215,0,0,46035,0,0,0,8,0,40510,12514,3.237174364711523,0.8799826219181058,0.2718366460301944,0
3354,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,32,1,1,0,0,1,417,75,39,0,1,6901,0,0,0,1,1,6826,1047,6.519579751671443,0.9891320098536444,0.1517171424431241,0
3355,cookpad.com,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,1,15,8,1,0,0,1,182,32,56,0,1,305,0,0,1,7,2,2,35,0.0571428571428571,0.0065573770491803,0.1147540983606557,0
3356,extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,0,18,18,1,0,0,1,32,7,8,0,0,204,0,0,0,0,1,0,50,0.0,0.0,0.2450980392156862,0
3357,olx.ro,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4,1,0,0,0,2196,318,200,0,0,19013,0,0,8,30,0,17554,4912,3.573697068403909,0.9232630305580392,0.2583495503076842,0
3358,nesn.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,8,1,0,0,1,12366,2019,2079,0,1,68856,0,0,13,349,48,41243,17822,2.3141622713500167,0.5989746717787847,0.2588300220750552,0
3359,diply.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,13,1,0,0,1,7992,12303,419,0,0,81433,0,0,12,50,19,20915,21885,0.9556774046150333,0.2568369088698685,0.2687485417459752,0
3360,thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
3361,gov.uk,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,0,1,3776,810,506,0,1,7364,0,0,0,98,24,1810,1442,1.2552011095700415,0.2457903313416621,0.1958174904942966,0
3363,dantri.com.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,7,12,1,0,0,1,2946,1246,610,0,0,22714,0,0,4,223,0,19337,6348,3.046156269691241,0.8513251739015585,0.2794752135246984,0
3364,pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,10,1,0,0,1,9,1,8,0,0,37,0,0,0,0,1,0,4,0.0,0.0,0.1081081081081081,0
3366,twitter.com,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,59,1,72,66,1,0,0,1,804,949,123,0,1,89553,0,0,1,6,1,85570,22816,3.750438288920056,0.9555235447165366,0.2547765010664076,0
3368,genius.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,1,0,0,1,33577,4430,1320,0,1,402091,0,0,8,188,8,263443,103749,2.539234113099885,0.6551825333071369,0.258023681206493,0
3369,quizlet.com,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,5,1,5,7,1,0,0,1,683,116,69,0,0,5152,0,0,0,1,5,3461,1205,2.8721991701244813,0.671777950310559,0.233889751552795,0
3370,elitedaily.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,1,0,0,0,2768,2003,315,0,1,18076,0,0,9,54,17,13368,4964,2.692989524576954,0.7395441469351627,0.2746182783801726,0
3371,ifttt.com,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,13,1,0,0,1,110,11,13,0,0,554,0,0,0,0,2,0,100,0.0,0.0,0.1805054151624548,0
3372,atwiki.jp,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,201,0,259,201,1,0,0,1,775,140,160,0,1,4085,0,0,2,30,0,469,1219,0.3847415914684167,0.1148102815177478,0.2984088127294981,0
3373,twitter.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,86,1,115,93,1,0,0,1,804,949,123,0,1,89554,0,0,1,6,1,85571,22816,3.7504821178120618,0.95552404136052,0.2547736561180963,0
3374,extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,6,0,26,22,1,0,0,1,32,7,8,0,0,212,0,0,0,0,1,0,54,0.0,0.0,0.2547169811320754,0
3376,privatbank.ua,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,12583,8740,786,0,0,180191,0,0,20,187,6,10022,41733,0.2401456880646011,0.0556187600934563,0.231604242165258,0
3377,stackoverflow.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,1,0,0,1,9431,5866,845,0,1,116738,0,0,4,159,17,110310,38905,2.835368204600951,0.9449365245250048,0.3332676592026589,0
3378,extratorrent.cc,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,7,1,0,0,1,32,7,8,0,0,198,0,0,0,0,1,0,39,0.0,0.0,0.1969696969696969,0
3379,ecnavi.jp,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,25,5,1,0,0,1,1075,135,236,0,1,3008,0,0,4,66,3,2034,818,2.486552567237164,0.6761968085106383,0.2719414893617021,0
3380,distractify.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,1761,1693,174,0,0,32581,0,0,4,36,1,15924,8304,1.917630057803468,0.4887511126116448,0.2548724716859519,0
3381,medium.com,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,6,1,0,0,1,6224,4148,653,0,1,43215,0,0,12,47,9,29647,10844,2.733954260420509,0.6860349415712137,0.2509313895638088,0
3382,depositphotos.com,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,12,9,27,1,0,0,1,20557,6456,3704,0,-1,738538,0,0,131,235,5,729928,2345,311.2699360341151,0.988341832106134,0.0031751920686545,0
3383,quizlet.com,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,11,1,21,12,1,0,0,1,683,120,69,0,0,5280,0,0,0,1,5,3589,1218,2.9466338259441707,0.6797348484848484,0.2306818181818181,0
3384,distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,1,0,0,1,1761,1693,174,0,0,32581,0,0,4,36,1,15924,8304,1.917630057803468,0.4887511126116448,0.2548724716859519,0
3385,atwiki.jp,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,0,55,49,1,0,0,1,1132,120,160,0,1,11898,0,0,2,30,0,469,1628,0.2880835380835381,0.0394183896453185,0.1368297192805513,0
3386,paytm.com,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,1,0,0,1,9,1,8,0,0,33,0,0,0,0,1,0,4,0.0,0.0,0.1212121212121212,0
3387,bigcinema.tv,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,21,20,1,0,0,1,93,15,17,0,1,440,0,0,1,2,1,0,133,0.0,0.0,0.3022727272727272,0
3388,mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,14,1,0,0,1,1812,418,219,0,1,15301,0,0,6,25,1,11577,4085,2.8340269277845778,0.7566172145611398,0.266976014639566,0
3389,bleacherreport.com,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,9,1,0,0,1,19173,8067,512,0,1,412908,0,0,7,63,3,234030,112904,2.0728229292142,0.5667848528001395,0.2734362133937826,0
3390,conservativetribune.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,1,51,13,9,0,0,229,0,0,1,1,0,132,63,2.095238095238096,0.5764192139737991,0.2751091703056768,0
3392,buzzfil.net,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,5,15,1,0,0,1,572,52,74,0,-1,1859,0,0,0,2,9,958,389,2.462724935732648,0.5153308230231307,0.2092522861753631,0
3393,ecnavi.jp,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,23,9,1,0,0,1,1075,137,236,0,1,3008,0,0,4,66,3,2034,818,2.486552567237164,0.6761968085106383,0.2719414893617021,0
3395,tune.pk,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,19,14,1,0,0,1,24,3,6,0,0,139,0,0,0,0,1,0,31,0.0,0.0,0.2230215827338129,0
3396,irecommend.ru,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,1,3423,897,208,0,0,34741,0,0,6,35,1,33412,10617,3.1470283507582177,0.961745488040068,0.3056043291787801,0
3397,bestblackhatforum.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,7,22,1,0,0,1,620,122,105,0,0,3064,0,0,3,17,0,2101,829,2.53437876960193,0.6857049608355091,0.2705613577023498,0
3399,distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,1,0,0,1,1761,1693,174,0,0,32602,0,0,4,36,1,15924,8304,1.917630057803468,0.4884362922520091,0.2547083001042881,0
3400,mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,1,0,0,1,1503,439,253,0,1,16694,0,0,6,34,1,14275,4509,3.1658904413395432,0.8550976398706122,0.270097040853001,0
3401,web.tv,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,6549,1502,363,0,0,58479,0,0,3,18,4,46189,17894,2.581256287023584,0.7898390875356965,0.305990184510679,0
3402,taboola.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,2,1,0,0,1,2934,1174,473,0,1,25985,0,0,11,100,4,4184,6063,0.690087415470889,0.1610159707523571,0.2333269193765634,0
3403,tunein.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,4,1,0,0,0,8355,5234,373,0,1,97998,0,0,4,50,2,96654,21713,4.451434624418551,0.9862854343966204,0.2215657462397191,0
3404,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,30,1,1,0,0,1,417,75,39,0,1,6901,0,0,0,1,1,6826,1047,6.519579751671443,0.9891320098536444,0.1517171424431241,0
3405,metro.co.uk,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,15,1,0,0,1,7834,4293,654,0,1,142167,0,0,21,145,15,22556,29612,0.7617182223422937,0.1586584791125929,0.2082902501987099,0
3406,ecnavi.jp,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,16,9,1,0,0,1,1075,137,236,0,1,3008,0,0,4,66,3,2034,818,2.486552567237164,0.6761968085106383,0.2719414893617021,0
3407,otomoto.pl,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,7,1,0,0,0,8591,4484,1160,0,1,175837,0,0,32,90,22,120940,44949,2.690604907784378,0.6877960838731325,0.2556287925749416,0
3408,kickass.to,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,16,13,1,0,0,1,25,2,6,0,0,74,0,0,1,0,0,0,12,0.0,0.0,0.1621621621621621,0
3409,irecommend.ru,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,12,1,0,0,1,9847,2275,1203,0,1,78032,0,0,103,214,1,66235,23592,2.807519498134961,0.8488184334631946,0.302337502563051,0
3410,distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,1,0,0,1,1761,1693,174,0,0,32581,0,0,4,36,1,15924,8304,1.917630057803468,0.4887511126116448,0.2548724716859519,0
3411,babal.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,40,38,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
3412,uproxx.com,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,1,0,0,1,5212,1174,643,0,1,25031,0,0,30,128,1,12199,7118,1.7138241078954763,0.4873556789580919,0.2843673844432903,0
3414,twitter.com,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,95,1,117,102,1,0,0,1,804,949,123,0,1,89553,0,0,1,6,1,85570,22816,3.750438288920056,0.9555235447165366,0.2547765010664076,0
3415,aljazeera.net,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,21,14,1,0,0,1,2881,2388,444,0,1,78423,0,0,2,64,5,73295,3697,19.82553421693265,0.9346110197263556,0.0471417823852696,0
3417,twitter.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,80,1,105,88,1,0,0,1,804,949,123,0,1,89553,0,0,1,6,1,85570,22815,3.7506026736795968,0.9555235447165366,0.2547653344946567,0
3418,thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,5,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
3419,serverfault.com,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,12,1,0,0,1,15890,6523,1483,0,1,133457,0,0,15,239,18,111458,42419,2.627548975694854,0.8351603887394442,0.3178476962617172,0
3420,babal.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,0,52,46,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
3421,web.de,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,1,0,0,1,5796,4235,486,0,1,142317,0,0,0,73,2,12263,30764,0.3986152645949811,0.0861667966581645,0.2161653210789997,0
3422,squarespace.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,1,0,0,0,6283,3793,629,0,1,30295,0,0,9,173,22,26090,6905,3.778421433743664,0.8611982175276448,0.2279254002310612,0
3423,nesn.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10,1,0,0,1,12578,2251,2073,0,1,78151,0,0,13,354,47,50662,20870,2.427503593675132,0.6482578597842638,0.2670471267162288,0
3425,mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,15,1,0,0,1,1645,420,205,0,1,14242,0,0,6,30,1,11068,3681,3.006791632708503,0.7771380424097739,0.2584608903243926,0
3426,otomoto.pl,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,9,12,1,0,0,1,3769,627,442,0,0,31217,0,0,8,85,20,27953,7034,3.973983508672164,0.8954415863151488,0.2253259441970721,0
3427,venturebeat.com,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,13,1,0,0,1,4482,3135,628,0,1,17631,0,0,6,119,17,9888,4289,2.305432501748659,0.5608303556236175,0.2432647042141682,0
3428,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,39,1,1,0,0,1,423,75,39,0,1,6939,0,0,0,1,1,6864,1060,6.475471698113208,0.9891915261565069,0.1527597636547052,0
3429,codecanyon.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,1,0,0,0,2217,686,36,0,1,27098,0,0,0,2,0,27032,8741,3.0925523395492505,0.997564395896376,0.322569931360248,0
3430,fortune.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,1,0,0,1,1801,1437,246,0,0,74761,0,0,0,18,1,31208,18238,1.7111525386555544,0.417436898917885,0.2439507229705327,0
3431,torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,29,1,1,0,0,1,417,75,39,0,1,6897,0,0,0,1,1,6822,1045,6.528229665071771,0.989125706829056,0.1515151515151515,0
3432,pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,11,1,0,0,1,9,1,8,0,0,37,0,0,0,0,1,0,4,0.0,0.0,0.1081081081081081,0
3433,bdnews24.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,8,1,0,0,1,7504,1192,770,0,1,37363,0,0,42,183,11,21158,10049,2.105483132650015,0.5662821507908894,0.2689559189572572,0
3434,aljazeera.net,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0,30,25,1,0,0,1,2753,2160,609,0,0,92148,0,0,11,69,15,88128,2900,30.38896551724138,0.9563745279333248,0.0314711116898901,0
3435,thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,11,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
3436,io9.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,11,1,0,0,0,8397,6105,601,0,1,156653,0,0,13,84,1,32205,38629,0.8337000698956742,0.2055817635155407,0.2465895961137035,0
3438,thenextweb.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,7,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
3439,thechive.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,1,0,0,1,5411,1187,710,0,1,39796,0,0,44,150,10,23744,10774,2.2038240207907926,0.5966428786812745,0.2707307267062016,0
3440,plarium.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,1,5426,5142,500,0,0,272496,0,0,9,141,2,2029,79595,0.0254915509768201,0.0074459808584346,0.2920960307674241,0
3441,olx.ro,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,2196,318,200,0,0,19012,0,0,8,30,0,17554,4911,3.574424760741193,0.9233115926783084,0.2583105407111298,0
3442,elitedaily.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,1,0,0,0,4401,1971,303,0,1,24440,0,0,6,53,16,15558,6323,2.460540882492488,0.6365793780687398,0.2587152209492635,0
3443,sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,16,1,0,0,1,17515,18116,2929,0,1,47809,0,0,51,415,28,21787,11778,1.849804720665648,0.4557091760965508,0.2463552887531636,0
3444,ap.org,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,13,1,0,0,0,2101,284,477,0,1,6712,0,0,3,121,11,2522,1556,1.6208226221079691,0.3757449344457688,0.2318235995232419,0
3445,askubuntu.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,8,1,0,0,1,3160,1604,332,0,0,6174,0,0,3,69,5,3916,1311,2.987032799389779,0.6342727567217363,0.2123420796890184,0
3446,otomoto.pl,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,1,0,0,1,12291,5439,2222,0,1,257429,0,0,51,122,42,183745,69267,2.652706194869129,0.7137696219151688,0.2690722490473101,0
3447,techcrunch.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,1,0,0,1,8511,2710,127,0,1,246804,0,0,0,2,1,238176,75596,3.1506428911582622,0.9650410852336266,0.3062997358227581,0
3448,censor.net.ua,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,1,342,127,42,0,0,4862,0,0,1,1,2,2917,1094,2.66636197440585,0.599958864664747,0.2250102838338132,0
3449,codecanyon.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,1,0,0,1,2210,689,36,0,1,27112,0,0,0,2,0,27032,8745,3.0911377930245854,0.9970492770728828,0.3225508999704927,0
3450,aljazeera.net,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,84,0,94,90,1,0,0,0,4404,2408,511,0,1,220485,0,0,3,70,5,206752,5831,35.45738295318127,0.9377145837585324,0.0264462435086287,0
3451,buzzfil.net,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,5,13,1,0,0,1,572,52,74,0,-1,1859,0,0,0,2,9,958,389,2.462724935732648,0.5153308230231307,0.2092522861753631,0
