Domain,Have IP,Have @,URL Length,URL Depth,Redirection,https Domain,TinyURL,Prefix/Suffix,Have client,Have admin,Have login,Have server,.php,.html,.info,.txt,.js,.exe,Num of periods,Is encoded,Num of encoded char,Num of parameters,Num of digits,Num of spec char,iFrame,Mouse Over,Right Click,Web Forwards,Number of page tokens,number of sentences,number of html tags,number of whitespace,url Is Live,HTML Length,Num Objects,Num Embeds,Num Images,Num Links,Num Titles,Num Script,Special Characters,Script To Special Chars Ratio,Script To body Ratio,Body To Special Char Ratio,Label
indianexpress.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,1,6455,1185,1136,0,1,38642,0,0,64,342,7,24713,9863,2.505627091148737,0.639537291030485,0.2552404119869572,0
nymag.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,4,1,0,0,1,43281,43777,1853,0,1,1444836,0,0,36,156,28,876212,323619,2.7075418933993367,0.6064439147418808,0.2239832063985116,0
gizmodo.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,11,1,0,0,1,8025,5952,538,0,1,149535,0,0,12,82,2,31360,36567,0.8576038504662674,0.2097167887116728,0.2445380680108335,0
digg.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,1,16046,2164,1643,0,1,27245,0,0,54,226,71,12508,6520,1.91840490797546,0.4590934116351624,0.2393099651312167,0
deadspin.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,11,1,0,0,1,4612,4097,322,0,0,95172,0,0,11,39,1,15243,22491,0.6777377617713752,0.1601626528810995,0.2363195057369814,0
emgn.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
auto.ru,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,6,34,31,1,0,0,1,37165,33814,6418,0,1,2107635,0,0,18,475,41,2076633,356884,5.818789858889724,0.9852906219530422,0.1693291295693988,0
ifttt.com,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10,1,0,0,1,110,11,13,0,0,554,0,0,0,0,2,0,98,0.0,0.0,0.1768953068592057,0
aljazeera.net,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,0,55,48,1,0,0,1,2865,2168,611,0,0,196060,0,0,11,69,15,191820,3442,55.72922719349216,0.9783739671529124,0.0175558502499234,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,11,1,0,0,1,9772,3371,148,0,1,312743,0,0,2,8,1,300713,94427,3.184608215870461,0.961533911230627,0.3019316179738635,0
correios.com.br,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
hdfcbank.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,1,26665,1405,3573,0,0,234632,0,0,56,672,13,213566,48172,4.433405297683302,0.9102168502165092,0.2053087387909577,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,15,1,0,0,1,11152,2883,1085,0,1,41134,0,0,42,197,55,16810,11258,1.493160419257417,0.4086643652452958,0.2736908640054456,0
codecanyon.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6,1,0,0,0,7200,1446,1206,0,0,34799,0,0,5,395,4,28657,10064,2.8474761526232117,0.8235006753067617,0.2892037127503664,0
wpengine.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,1,0,0,1,9,1,8,0,0,33,0,0,0,0,1,0,4,0.0,0.0,0.1212121212121212,0
kakaku.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,1,0,0,1,5700,1182,2069,0,1,16333,0,0,49,256,9,8830,4255,2.075205640423032,0.5406232780260821,0.2605155207249127,0
udn.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,55,50,1,0,0,1,108,41,9,0,1,1050,0,0,0,0,0,1050,372,2.8225806451612905,1.0,0.3542857142857142,0
elevenia.co.id,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,5,2,5,8,1,0,0,0,182,76,7,0,1,1903,0,0,0,0,0,1868,645,2.896124031007752,0.9816079873883342,0.3389385181292695,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,1,0,0,1,1761,1693,174,0,0,32596,0,0,4,36,1,15924,8304,1.917630057803468,0.4885261995336851,0.2547551846852374,0
tunein.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,4,1,0,0,1,7618,5101,261,0,0,87698,0,0,5,37,2,87204,19260,4.52772585669782,0.9943670323154462,0.2196173230860452,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,7,1,0,0,1,93,15,17,0,1,440,0,0,1,2,1,0,133,0.0,0.0,0.3022727272727272,0
pikabu.ru,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
emgn.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,112,0,123,120,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
putlocker.is,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,9,1,0,0,1,27,13,12,0,1,765,0,0,0,0,0,766,8,95.75,1.0013071895424837,0.0104575163398692,0
torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,35,1,1,0,0,1,423,75,39,0,1,6946,0,0,0,1,1,6871,1060,6.4820754716981135,0.9892024186582206,0.1526058162971494,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,1,0,0,1,1761,1693,174,0,0,32596,0,0,4,36,1,15924,8304,1.917630057803468,0.4885261995336851,0.2547551846852374,0
auto.ru,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,6,34,31,1,0,0,1,36539,32790,6265,0,1,1944004,0,0,28,470,41,1913662,335267,5.707874619333248,0.984392007423853,0.1724620936993957,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,1,0,0,1,9869,2562,142,0,1,247762,0,0,1,5,1,236280,74645,3.1653828119766896,0.9536571387056934,0.3012770319903778,0
gov.uk,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,1,4245,1035,608,0,1,7909,0,0,6,103,32,1686,1496,1.1270053475935828,0.2131748640788974,0.1891515994436717,0
correios.com.br,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
distractify.com,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,1,0,0,1,1761,1693,174,0,0,32596,0,0,4,36,1,15924,8304,1.917630057803468,0.4885261995336851,0.2547551846852374,0
jezebel.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,11,1,0,0,1,4622,3856,328,0,0,95656,0,0,11,40,1,15089,22639,0.6665047042713901,0.1577423266705695,0.2366709877059463,0
pitchfork.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10,1,0,0,1,11089,8351,467,0,1,447041,0,0,3,61,2,285493,116298,2.454840152023251,0.6386282242568355,0.2601506349529461,0
cheezburger.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,10,1,0,0,1,5382,2787,659,0,1,41980,0,0,10,218,18,16119,10707,1.505463715326422,0.3839685564554549,0.255050023820867,0
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,10,1,0,0,1,620,122,105,0,0,3064,0,0,3,17,0,2101,829,2.53437876960193,0.6857049608355091,0.2705613577023498,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,9,6,17,1,0,0,1,59,11,5,0,1,1303,0,0,0,0,0,1303,156,8.352564102564102,1.0,0.1197237145049884,0
katproxy.com,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,21,10,1,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,27,1,1,0,0,1,423,75,39,0,1,6946,0,0,0,1,1,6871,1060,6.4820754716981135,0.9892024186582206,0.1526058162971494,0
ifttt.com,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,12,1,0,0,1,110,11,13,0,0,554,0,0,0,0,2,0,100,0.0,0.0,0.1805054151624548,0
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,12,1,0,0,1,9,1,8,0,0,37,0,0,0,0,1,0,4,0.0,0.0,0.1081081081081081,0
bdnews24.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7,1,0,0,1,7801,1209,809,0,1,39306,0,0,44,184,12,21150,10421,2.0295557048267923,0.5380857884292475,0.2651249173154226,0
serverfault.com,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,10,1,0,0,1,9964,6197,885,0,1,120189,0,0,8,165,20,110931,39694,2.7946541038947954,0.9229713201707312,0.3302631688424065,0
twitter.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,92,1,113,99,1,0,0,1,804,949,123,0,1,89556,0,0,1,6,1,85573,22815,3.750734166118781,0.9555250346152128,0.254756800214391,0
correios.com.br,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
io9.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,11,1,0,0,0,8690,5990,702,0,1,156552,0,0,12,80,1,32735,38437,0.8516533548403882,0.2090998518064285,0.2455222545863355,0
web.de,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,1,0,0,1,6781,4768,1108,0,0,136779,0,0,0,202,1,6953,29109,0.2388608334192174,0.050833826830142,0.2128177571118373,0
depositphotos.com,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,2,1,10,8,1,0,0,1,456,204,110,0,1,219078,0,0,0,2,1,218779,907,241.2116868798236,0.9986351892933112,0.0041400779630999,0
torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,41,1,1,0,0,1,423,75,39,0,1,6946,0,0,0,1,1,6871,1060,6.4820754716981135,0.9892024186582206,0.1526058162971494,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,7,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
web.de,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,1,0,0,1,6781,4768,1108,0,0,136779,0,0,0,202,1,6953,29109,0.2388608334192174,0.050833826830142,0.2128177571118373,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,5,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
syosetu.com,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,6,14,14,0,0,0,1,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,9,4,17,1,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0
seesaawiki.jp,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,15,12,1,0,0,1,3097,777,1140,0,1,11448,0,0,65,296,44,4095,2262,1.8103448275862069,0.3577044025157233,0.1975890985324947,0
mic.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,1,0,0,1,2011,585,312,0,1,23011,0,0,10,35,1,18873,6271,3.009567852017222,0.8201729607578984,0.2725218373821216,0
getpocket.com,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,6,1,0,0,1,736,147,144,0,1,3977,0,0,0,24,5,3045,984,3.0945121951219514,0.7656525018858436,0.2474226804123711,0
medium.com,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,7,1,0,0,1,683,112,69,0,0,5176,0,0,0,1,5,3487,1213,2.8746908491343777,0.6736862442040186,0.2343508500772797,0
persianblog.ir,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,26,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
perezhilton.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,11,1,0,0,1,3083,768,509,0,0,14232,0,0,8,89,8,9217,3515,2.622190611664296,0.6476250702641934,0.2469786396852164,0
maybank2u.com.my,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,13,13,1,0,0,1,100,7,21,0,0,199,0,0,2,0,1,0,43,0.0,0.0,0.2160804020100502,0
putlocker.is,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,10,1,0,0,1,27,13,12,0,1,777,0,0,0,0,0,778,10,77.8,1.0012870012870012,0.0128700128700128,0
nguyentandung.org,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,1,0,0,1,95,15,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
mylust.com,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10,1,0,0,1,4916,570,773,0,1,14239,0,0,61,147,3,7815,3569,2.1896889885121884,0.5488447222417304,0.2506496242713674,0
housing.com,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,12,1,0,0,1,313,110,61,0,0,3097,0,0,1,1,0,236,732,0.3224043715846995,0.0762027768808524,0.2363577655795931,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,46,37,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,13,1,0,0,1,7214,1538,877,0,1,32287,2,0,34,237,49,21622,9681,2.2334469579588885,0.6696812958775978,0.2998420416886053,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,4,15,1,0,0,1,17346,18100,2929,0,1,47354,0,0,51,415,28,21584,11635,1.85509239363988,0.4558009883008827,0.2457025805634159,0
b9dm.com,0,0,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,5,0,1,0,0,1,2978,1154,913,0,1,8397,0,0,48,363,3,803,2093,0.3836598184424271,0.0956293914493271,0.2492556865547219,0
xhamster.com,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,7,8,1,0,0,0,5559,2135,961,0,1,60249,0,0,49,200,1,55487,15089,3.677314600039764,0.9209613437567428,0.250443990771631,0
elitedaily.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,1,0,0,0,2188,1841,275,0,1,11715,0,0,7,55,2,9130,3180,2.871069182389937,0.7793427230046949,0.2714468629961588,0
nypost.com,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,1,0,0,1,12161,7652,1125,0,1,113824,0,0,14,159,33,47863,28632,1.6716610785135513,0.4205000702839471,0.2515462468372224,0
torrentdn.com,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,6,4,12,16,1,0,0,1,2970,492,525,0,1,10671,0,0,17,66,12,5162,2410,2.141908713692946,0.4837409802267828,0.2258457501639958,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,9,1,0,0,1,16849,18461,2927,0,1,42609,0,0,46,408,28,21518,10842,1.9846891717395316,0.5050106784951536,0.2544532845173555,0
indianexpress.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,1,6276,1223,1147,0,1,36240,0,0,66,345,7,23540,9450,2.491005291005291,0.6495584988962473,0.2607615894039735,0
thenextweb.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,1,0,0,1,40,7,11,0,0,169,0,0,0,0,2,0,29,0.0,0.0,0.1715976331360946,0
distractify.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,1761,1693,174,0,0,32602,0,0,4,36,1,15924,8304,1.917630057803468,0.4884362922520091,0.2547083001042881,0
grantland.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,12,1,0,0,1,2942,455,165,0,1,28584,0,0,2,25,11,9310,7965,1.1688637790332703,0.325706689056815,0.2786523929471032,0
tunein.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,4,1,0,0,0,14853,7223,1008,0,1,176475,0,0,45,125,1,171808,40505,4.24164917911369,0.9735543278084716,0.2295225952684516,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,12,1,0,0,1,7411,1331,823,0,1,27831,0,0,52,232,33,15273,7914,1.9298711144806675,0.5487765441414251,0.2843591678344292,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
himado.in,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,3,15,18,1,0,0,1,6121,674,1776,0,1,12875,0,0,58,171,2,6480,3535,1.833097595473833,0.5033009708737864,0.2745631067961165,0
codepen.io,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,2,6,9,1,0,0,1,45,9,2,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
qz.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,12,1,0,0,1,5945,3849,777,0,1,53190,0,0,2,111,1,20011,13077,1.5302439397415308,0.3762173340853544,0.2458544839255499,0
syosetu.com,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,6,14,14,0,0,0,1,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
skyrock.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,9,1,0,0,1,458,223,210,0,0,2232,0,0,0,56,7,1373,513,2.676413255360624,0.6151433691756273,0.2298387096774193,0
hootsuite.com,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0,30,25,1,0,0,1,4582,6564,656,0,0,13993,0,0,0,122,13,10851,3594,3.0191986644407347,0.7754591581505038,0.2568427070678196,0
tunein.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,5,1,0,0,0,8078,5183,375,0,1,96970,0,0,4,51,2,95817,21521,4.452255936062451,0.9881097246571104,0.2219346189543157,0
clien.net,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,14,2,12,19,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
clien.net,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,5,1,7,8,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,45,35,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
digg.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,1,15987,2162,1641,0,1,27155,0,0,54,224,71,12440,6484,1.918568784700802,0.4581108451482231,0.2387773890627877,0
plarium.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,1,5426,5142,500,0,0,272456,0,0,9,141,2,2029,79579,0.025496676258812,0.0074470740229615,0.2920801890947529,0
slashdot.org,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,1,0,0,1,5604,1228,547,0,1,38095,0,0,3,103,6,30111,12027,2.503616862060364,0.7904186901168132,0.3157107231920199,0
tobogo.net,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,9,4,17,1,0,0,1,59,11,5,0,0,1295,0,0,0,0,0,1295,152,8.519736842105264,1.0,0.1173745173745173,0
interpark.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,24,3,22,30,1,0,0,1,282,151,4,0,1,3141,0,0,0,0,0,3141,942,3.3343949044585988,1.0,0.2999044890162368,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,1,0,0,0,6545,1437,1041,0,0,33176,0,0,5,329,4,27764,9778,2.8394354673757416,0.8368700265251989,0.2947311309380275,0
taboola.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,11,1,0,0,1,2536,1200,389,0,0,27251,0,0,7,93,1,3368,6284,0.535964353914704,0.1235917947965212,0.2305970423103739,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,116,0,131,128,1,0,0,1,23,3,6,0,0,71,0,0,0,0,1,0,14,0.0,0.0,0.1971830985915492,0
allegro.pl,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,5,14,19,1,0,0,1,15,8,8,0,0,352,0,0,0,0,0,213,81,2.6296296296296298,0.6051136363636364,0.2301136363636363,0
superuser.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,10,1,0,0,1,13705,6415,1405,0,1,122723,0,0,22,227,17,110567,40290,2.7442789774137504,0.9009476626223284,0.3283003186036847,0
zozo.jp,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,15,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
1337x.to,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,9,1,0,0,1,4298,752,379,0,1,70637,0,0,2,53,7,68027,24797,2.743356051135218,0.9630505259283378,0.3510483174540255,0
torcache.net,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,35,1,1,0,0,1,417,75,39,0,1,6908,0,0,0,1,1,6833,1047,6.526265520534862,0.9891430225825132,0.1515634047481181,0
web.de,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,13,1,0,0,1,6781,4768,1108,0,0,136779,0,0,0,202,1,6953,29109,0.2388608334192174,0.050833826830142,0.2128177571118373,0
espn.go.com,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,9,1,0,0,1,5535,1991,652,0,1,136261,0,0,4,147,2,131165,41486,3.1616689967699947,0.9626011844915272,0.3044598234270995,0
sourceforge.net,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,1,0,0,1,16638,18510,2762,0,1,39855,0,0,54,379,28,21715,10275,2.11338199513382,0.5448500815456028,0.2578095596537448,0
kenh14.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,18,1,0,0,1,10732,2866,1100,0,1,40339,0,0,41,204,55,16807,11040,1.5223731884057972,0.4166439425865787,0.2736805572770768,0
katproxy.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,20,0,22,20,1,0,0,1,59,11,5,0,0,1287,0,0,0,0,0,1287,148,8.695945945945946,1.0,0.1149961149961149,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,1,0,0,1,9423,2706,140,0,1,257429,0,0,1,4,1,246686,78123,3.157661636137885,0.958268104992056,0.3034739675794102,0
superuser.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,14,1,0,0,1,9706,6183,880,0,1,117654,0,0,11,165,17,110586,39155,2.8243136253352064,0.9399255443928808,0.3327978649259693,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6,1,0,0,0,6694,1456,1063,0,0,33229,0,0,5,332,4,27838,9799,2.840902132870701,0.8377621956724548,0.29489301513738,0
allrecipes.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,1,0,0,0,32101,13630,3682,0,1,40122,0,0,157,498,99,17603,9676,1.81924348904506,0.4387368525995713,0.2411644484322815,0
